,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES
144,3453487801498,5.0, , , ,1.0,8.0,UNIVERSIDADE FEDERAL RIO JANEIRO; UNIVERSIDADE GAMA FILHO; FUNDACAO UNIVERSITARIA JOSE BONIFACIO; FINANCIADORA ESTUDOS PROJETOS; INSTITUTO NACIONAL TECNOLOGIA; BENZECRY BENZECRY PROJETOS CONSULTORIA LTDA,UNIVERSIDADE GAMA FILHO,0,1
145,3486790418015,5.0, , , ,3.0,10.0,,,0,0
146,3529816959526,4.0, , , ,4.0,6.0,UNIDADE NEFROLOGIA TRANSPLANTE RENAL; CLINICA NEFROLOGIA DIADEMA; PREFEITURA MUNICIPAL CAMPINAS; HOSPITAL TRANSPLANTES EURYCLIDES JESUS ZERBINI; HOSPITAL 9 JULHO; DEPARTAMENTO REGIONAL SAUDE VII CAMPINAS; FACULDADE MEDICINA SAO LEOPOLDO MANDIC CAMPINAS,DEPARTAMENTO REGIONAL SAUDE VII CAMPINAS; FACULDADE MEDICINA SAO LEOPOLDO MANDIC CAMPINAS,1,1
147,3550660647321,3.0, , , ,31.0,7.0,UNIVERSIDADE FEDERAL MATO GROSSO; PROFISSIONAL LIBERAL; UNIVERSIDADE FEDERAL VICOSA; EQUINE VETERINARY JOURNAL; EQUINE VETERINARY EDUCATION; THERIOGENOLOGY; ANIMAL REPRODUCTION SCIENCE PRINT; ANIMAL BIOTECHNOLOGY; REPRODUCTION IN DOMESTIC ANIMALS 1990; UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN; SOCIETY FOR THERIOGENOLOGYAMERICAN COLLEGE OF THERIOGENOLOGISTS; UNIVERSITY OF KENTUCKY; CORNELL UNIVERSITY; ANIMAL REPRODUCTION SCIENCE; JAVMA JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION; VETERINARY JOURNAL; JOURNAL OF EQUINE VETERINARY SCIENCE,JAVMA JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,1,0
148,3621108371105,8.0, , , ,3.0,16.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDADE FEDERAL PARANA,UNIVERSIDADE FEDERAL PARANA,0,1
149,3622563531554,4.0, , , ,42.0,7.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE SAO PAULO; CENTRO UNIVERSITARIO CENTRAL PAULISTA; UNIVERSIDADE ESTADUAL CENTRO OESTE; REVISTA CAATINGA; BIORESOURCES,BIORESOURCES,1,0
150,3638438794061,4.0, , , ,10.0,8.0,FACULDADE POLITECNICA JUNDIAI; COLEGIO ANGLO CAMPINAS; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE FEDERAL SAO CARLOS; INSTITUTO FEDERAL SAO PAULO,INSTITUTO FEDERAL SAO PAULO,0,0
151,3700520685141,7.0, , , ,1.0,7.0,UNIVERSIDADE COIMBRA,,0,0
152,3724523397023,3.0, , , ,37.0,22.0,UNIVERSIDADE FEDERAL ALFENAS; UNIVERSIDADE SAO PAULO; RBCF REVISTA BRASILEIRA CIENCIAS FARMACEUTICAS; QUIMICA NOVA; JOURNAL OF PHARMACEUTICAL SCIENCES; ACTA FARMACEUTICA BONAERENSE,JOURNAL OF PHARMACEUTICAL SCIENCES,0,0
153,3751583176190,4.0, , , ,8.0,6.0,UNIVERSIDADE FEDERAL PERNAMBUCO; UNIVERSIDAD MURCIA; HOSPITAL DAS CLINICAS UNIVERSIDADE FEDERAL PERNAMBUCO; UNIVERSIDADE FEDERAL MINAS GERAIS; CENTRO UNIVERSITARIO MAURICIO NASSAU RECIFE; UNIVERSIDADE FEDERAL CAMPINA GRANDE,UNIVERSIDADE FEDERAL CAMPINA GRANDE,1,1
154,3768764044476,4.0, , , ,1.0,4.0,ALVO EVENTOS; SERVICO NACIONAL APRENDIZAGEM COMERCIAL; FACULDADE SUMARE; FACULADE METROPOLITANAS UNIDAS; RMA TREINAMENTO CONSULTORIA EVENTOS LTDA; CENTRO UNIVERSITARIO SENAC; INSTITUTO NACIONAL ESTUDOS PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; REVISTA PROFISSAO DOCENTE; REVISTA ACADEMICA ELETRONICA SUMARE; FACULDADE INNOVARE; UNIVERSIDADE MOGI DAS CRUZES; FACULDADE DRUMMOND; FACULDADE SESI SP EDUCACAO; FACULDADE HELLINGER; INSTITUTO GENTELAB; CENTRO UNIVERSITARIO UNISANTANNA,FACULDADE HELLINGER,1,0
155,3791838817157,4.0, , , ,4.0,4.0,UNIVERSIDADE FEDERAL FLUMINENSE; ANNUAL RESEARCH AMP REVIEW IN BIOLOGY; BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH; JEADV JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,ANNUAL RESEARCH AMP REVIEW IN BIOLOGY; BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH; JEADV JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,1,1
156,3801791761838,4.0, , , ,13.0,7.0,INSTITUTO SUPERIOR EDUCACAO PROSABER; CENTRO CRIACAO POPULAR; UNIVERSIDADE FEDERAL RIO JANEIRO; PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; ESCOLA SA PEREIRA; OS BATUTINHAS; CRECHE ESPIRITA TIA ANGELA; UNIVERSIDADE FEDERAL FLUMINENSE; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; REVISTA ALEPH BRASIL,UNIVERSIDADE FEDERAL FLUMINENSE; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; REVISTA ALEPH BRASIL,0,1
157,3832269144259,4.0, , , ,6.0,3.0,UNIVERSIDADE ESTADUAL CEARA,,0,0
158,3846222379954,4.0, , , ,8.0,6.0,FUNDACAO UNIVERSIDADE FEDERAL CIENCIAS SAUDE PORTO ALEGRE; SISTEMA EDUCACIONAL GALILEU; CENTRO UNIVERSITARIO CENECISTA OSORIO,CENTRO UNIVERSITARIO CENECISTA OSORIO,1,1
159,3899410308014,4.0, , , ,6.0,6.0,NOVARTIS; UNIVERSIDADE FEDERAL SAO CARLOS; TECHNISCHE UNIVERSITAT BRAUNSCHWEIG; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA; UNIVERSITE DU QUEBEC,UNIVERSITE DU QUEBEC,1,0
160,3919386536713,9.0, , , ,1.0,9.0,UNIVERSIDADE FEDERAL RIO JANEIRO,,0,0
161,3944334870038,4.0, , , ,13.0,7.0,EMBRAPA AMAZONIA ORIENTAL; EIDAI BRASIL SA; UNIVERSIDADE FEDERAL LAVRAS; ASSOCIACAO NACIONAL DOS PRODUTORES PISOS MADEIRA; SECRETARIA MUNICIPAL ASSISTENCIA SOCIAL GARRAFAO NORTE; UNIVERSIDADE ESTADO PARA; ESCOLA TRABALHO PRODUCAO PARA; UNIVERSIDADE FEDERAL SAO CARLOS; PAMPA EXPORTACOES,UNIVERSIDADE FEDERAL SAO CARLOS,1,1
162,3965046258525,5.0, , , ,5.0,4.0,LABORATORIO PESQUISA EM REDES NEURAIS; TRIBUNAL JUSTICA ESTADO GOIAS; PIRES JACO INTERATIVIDADE; UNIVERSIDADE FEDERAL GOIAS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA GOIAS; MINISTERIO EDUCACAO,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA GOIAS,0,1
163,3973380930458,2.0, , , ,5.0,3.0,UNIVERSIDAD VALENCIA; HOSPITAL ESPANHOL; HOSPITAL IRMA DULCE; FACULDADE NOBRE; FACULDADE TECNOLOGIA CIENCIAS FEIRA SANTANA; UNEF; UNIVERSIDADE ESTADUAL FEIRA SANTANA; COMITE ETICA PESQUISA,UNEF,1,0
164,3975387481186,4.0, , , ,1.0,9.0,UNIVERSIDADE ESTADUAL PARAIBA,,0,0
165,3979609054134,4.0, , , ,1.0,4.0,MINISTERIO PUBLICO; UNIVERSIDADE VALE ITAJAI; FACULDADE CESUSC,,0,0
166,4022586110481,5.0, , , ,6.0,21.0,UNIVERSIDADE SAO PAULO,,0,0
167,4028118139739,4.0, , , ,19.0,10.0,UNIVERSIDADE CAXIAS SUL; UNIVERSIDADE FEDERAL RIO GRANDE SUL; BIOCHEMICAL SYSTEMATICS AND ECOLOGY; JOURNAL OF ESSENTIAL OIL BEARING PLANTS; AFRICAN JOURNAL OF PLANT SCIENCE; ANNALS OF APPLIED BIOLOGY; THE JOURNAL OF EXPERIMENTAL BIOLOGY; JOURNAL OF PHARMACY AND PHARMACOLOGY; AFRICAN JOURNAL OF BIOTECHNOLOGY; INTERNATIONAL FOOD RESEARCH JOURNAL; JOURNAL OF AGRICULTURAL SCIENCE; UNIVERSIDAD LA REPUBLICA URUGUAY,UNIVERSIDADE CAXIAS SUL,0,1
168,4035930785020,4.0, , , ,13.0,7.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE SAO PAULO; RANGE CATTLE RESEARCH AND EDUCATION CENTER UNIVERSITY OF FLORIDA; EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; EMBRAPA PECUARUA SUDESTE,EMBRAPA PECUARUA SUDESTE,0,0
169,4039074128255,3.0, , , ,6.0,8.0,UNIVERSIDADE ESTADO RIO JANEIRO; UNIVERSIDADE ESTACIO SA; DEFENSORIA PUBLICA ESTADO RIO JANEIRO; ORDEM DOS ADVOGADOS BRASIL; REVISTA ACADEMICA ARCADAS,REVISTA ACADEMICA ARCADAS,0,0
170,4052801698371,4.0, , , ,4.0,13.0,UNIVERSIDADE ESTADO RIO JANEIRO; CENTRO MISSEIS ARMAS SUBMARINAS MARINHA BRASIL; CENTRO ELETRONICA MARINHA BRASIL; ARSENAL MARINHA RIO JANEIRO; TELECOMUNICACOES RIO JANEIRO; PREFEITURA CIDADE RIO JANEIRO; FUNDACAO OSWALDO CRUZ; UNIVERSIDADE FEDERAL FLUMINENSE; REVISTA TRABALHO NECESSARIO; EDUCACAO CULTURA CONTEMPORANEA; REVISTA MOSAICOS CAP UERJ; REVISTA EIXO INSTITUTO FEDERAL BRASILIA IFB,REVISTA TRABALHO NECESSARIO; REVISTA MOSAICOS CAP UERJ,0,0
171,4066031704290,5.0, , , ,6.0,4.0,UNIVERSIDADE ESTACIO SA; FUNDACAO ARMANDO ALVARES PENTEADO; THE FUTURES COMPANY; FAITH POPCORN BRAIN RESERVE; UNISANTANNA; ESCOLA SUPERIOR PROPAGANDA MARKETING; CIBERLEGENDA UFF ONLINE; UNIVERSIDADE ESTADUAL CAMPINAS; IED SAO PAULO; ASSOCIACAO CULTURAL EDUCACIONAL PIRATININGA; INSTITUTO EURO LATINO AMERICANO CULTURA TECNOLOGIA,ESCOLA SUPERIOR PROPAGANDA MARKETING,1,1
172,4070354137772,4.0, , , ,15.0,7.0,UNIVERSIDADE FEDERAL PELOTAS; UNIVERSIDADE FEDERAL RIO GRANDE; UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,0,1
173,4072613292475,2.0, , , ,2.0,2.0,FACULDADE ARTE DULCINA MORAIS; FACULDADE MAUA BRASILIA; INSTIT EDUC CULT HELOISA MARINHO; UNIVERSIDADE BRASILIA; UNIVERSIDADE ESTADO SANTA CATARINA; CENTRO CULTURAL BANCO BRASIL; MUSEU REPUBLICA; CENTRO EDUCACIONAL ASA BRANCA; CENTRO ENSINO RIO BRANCO; UNIVERSIDADE REGIONAL CARIRI,UNIVERSIDADE BRASILIA,1,1
174,4079149727273,4.0, , , ,21.0,9.0,MINISTERIO SAUDE; TRIBUNAL REGIONAL ELEITORAL ESTADO PIAUI; INSTITUTO CAMILLO FILHO; CONSELHO REGIONAL MEDICINA PIAUI; CENTRO ENSINO UNIFICADO TERESINA; UNIVERSIDADE FEDERAL PIAUI; UNIVERSIDADE ESTADUAL CAMPINAS; EMPRESA BRASILEIRA SERVICOS HOSPITALARES; ANAIS CONSELHO REGIONAL MEDICINA ESTADO PIAUI,EMPRESA BRASILEIRA SERVICOS HOSPITALARES,0,0
175,4094227653305,4.0, , , ,63.0,23.0,UNIVERSIDADE FORTALEZA; UNIVERSIDADE FEDERAL CEARA; CREMER S A PRODUTOS TEXTEIS CIRURGICOS; REVISTA BRASILEIRA EM PROMOCAO SAUDE UNIFOR; QUIMICA NOVA; NATURAL PRODUCT COMMUNICATIONS; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY IMPRESSO; CIENCIA RURAL UFSM IMPRESSO; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; FUNDACAO AMAZONIA PARAENSE AMPARO A PESQUISA; FUNDACAO AMPARO A PESQUISA ESPIRITO SANTO; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR,UNIVERSIDADE FEDERAL CEARA,1,1
176,4145784901580,3.0, , , ,1.0,3.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE ESTADUAL NORTE FLUMINENSE DARCY RIBEIRO; MINISTERIO AGRICULTURA PECUARIA ABASTECIMENTO,MINISTERIO AGRICULTURA PECUARIA ABASTECIMENTO,1,1
177,4154643724833,1.0, , , ,1.0,1.0,APM D JOAO VI; POLICIA MILITAR ESTADO RIO JANEIRO; CORREGEDORIA INTERNA PMERJ; DIRETORIA GERAL ENSINO INSTRUCAO; BATALHAO POLICIA VIAS EXPRESSAS; UNIDADE PRISIONAL PMERJ,APM D JOAO VI; UNIDADE PRISIONAL PMERJ,1,1
178,4163891112897,3.0, , , ,26.0,25.0,UNIVERSIDADE SAO PAULO; INSTITUTO PATRIMONIO HISTORICO ARTISTICO NACIONAL; UNIVERSIDADE ESTADUAL CAMPINAS; PONTIFICIA UNIVERSIDADE CATOLICA POCOS CALDAS; UNIVERSIDADE MACKENZIE; UNIVERSIDADE FEDERAL PELOTAS; FACULDADE ARQUITETURA SAO JUDAS TADEU; PONTIFICIA UNIVERSIDADECATOLICA CAMPINAS; ATELIER LUCIANO BANDINI; ATELIER BARTOLOZZI MAIOLI ANTIGUITA; ATELIER RESTAURACAO AUGUST BOCKLIMOBEL UND ANTIK SCHREINEREI; ATELIER ELISABETH SADEGHI; ATELIER ROBERTO STOLFI STDIO DI ARCHITTETURA ANDREA MALACARNE; UNIVERSIDADE CRUZEIRO SUL; UNIVERSIDADE SANTOS UNISANTOS; UNIVERSIDADE FEDERAL PARANA; ATELIER CAPRARA; SINOPSES; ANAIS MUSEU PAULISTAHISTORIA CULTURA MATERIAL; FACULDADE ENGENHARIA CIVIL ARQUITETURA URNBANISMO UNICAMP; REVISTACPC; POSREVISTA PROGRAMA POS GRADUACAO EM ARQUITETURA URBANISMO FAU; REVISTACPC USP; ANAIS MUSEU PAULISTA HISTORIA CULTURA MATERIAL; REVISTA TEMPORALIDADES; LABORATORIO NACIONAL ENGENHARIA CIVIL PORTUGAL; FAPESP FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; SAE UNICAMP; PIBICUNICAMP PIBIC UNICAMP; UNIVERSIDADE FEDERAL PERNAMBUCO; PERIODICO PESQUISA EM ARQUITETURA CONSTRUCAO PARC; CONSELHO DEFESA PATRIMONIO HISTORICO ARQUEOLOGICO ARTISTICO TURIS; REVISTA VIRUS NOMADSUSP; REVISTA MUSAS IBRAMMINC; PARC PESQUISA EM ARQUITETURA CONSTRUCAO UNICAMP; AMBIENTE CONSTRUIDO ONLINE; RESGATE REVISTA INTERDISCIPLINAR CULTURA; FACULDADE ENGENHARIA CIVIL ARQUITETURA URBANISMO UNICAMP; CONSELHO PATRIMONIO HISTORICO CULTURAL CAMPINAS; MUSEU EXPLORATORIO CIENCIAS UNICAMP; POLITECNICO DI TORINO; SISTEMA ARQUIVOS SIARQ UNICAMP; UNIVERSIDADE ESTADUAL CAMPINAS UNICAMP,POLITECNICO DI TORINO,1,0
179,4195716275166,7.0, , , ,1.0,7.0,FACULDADE ARQUITECTURA UNIVERSIDADE LISBOA,,0,0
180,4236519453365,4.0, , , ,9.0,8.0,PREFEITURA CIDADE RIO JANEIRO; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; FLORAM REVISTA FLORESTA AMBIENTE,FLORAM REVISTA FLORESTA AMBIENTE,0,0
181,4252333831479,3.0, , , ,4.0,7.0,CENTRO UNIVERSITARIO ADVENTISTA SAO PAULO; GEMEINSCHAFT DER SIEBENTEN TAGS ADVENTISTEN; EMPRESA ASSISTENCIA TECNICA EXTENSAO RURAL ESTADO PARANA; INSTITUTO PARANAENSE ASSISTENCIA TECNICA EXTENSAO RURAL; BANCO ESTADO PARANA,CENTRO UNIVERSITARIO ADVENTISTA SAO PAULO,0,1
182,4271179529050,4.0, , , ,5.0,4.0,CAPRIL CAPRITEC; CAPRIL SERRA ANDRADAS; CENTRO REGIONAL UNIVERSITARIO ESPIRITO SANTO PINHAL; UNIVERSIDADE JOSE ROSARIO VELLANO; CAPRIL AGUAS PRATA; SITIO SANTA EDWIRGENS MARIO BECALETE; UNIVERSIDADE ESTADUAL CAMPINAS; CAPRIL MISSIATO,UNIVERSIDADE JOSE ROSARIO VELLANO,0,1
183,4273272645453,4.0, , , ,24.0,17.0,GOVERNO ESTADO PARANA; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA; UNIVERSIDADE POSITIVO; FACULDADE PITAGORAS CURITIBA; ELITE CURITIBA PRE VESTIBULARES; COLEGIO MILITAR CURITIBA; UNIVERSIDADE FEDERAL PARANA; UNIVERSIDADE FEDERAL SANTA CATARINA; FUNDACAO ARAUCARIA; REVISTA BRASILEIRA PLANTAS MEDICINAIS IMPRESSO; JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING; REVISTA AMBIENTE AMP AGUA; CHEMICAL ENGINEERING JOURNAL 1996; CHEMOSPHERE OXFORD; PHOTOCHEMICAL AMP PHOTOBIOLOGICAL SCIENCES PRINT; FUNDACAO AMPARO A PESQUISA ESTADO RIO GRANDE SUL,FUNDACAO AMPARO A PESQUISA ESTADO RIO GRANDE SUL,1,0
184,4299496087718,3.0, , , ,170.0,26.0,UNIVERSIDADE FEDERAL PELOTAS; EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; UNIVERSIDADE SAO PAULO; ASSOCIACAO RIOGRANDENSE EMPREENDIMENTOS ASSIST TEC EXTENSAO RURAL; UNIVERSIDADE FEDERAL SANTA MARIA; BIOASSAY; NEOTROPICAL ENTOMOLOGY; REVISTA CIENTIFICA RURAL; CIENCIA RURAL; REVISTA BRASILEIRA AGROCIENCIA; REVISTA BRASILEIRA ENTOMOLOGIA; PESQUISA AGROPECUARIA BRASILEIRA; REVISTA BRASILEIRA FRUTICULTURA; ARQUIVOS INSTITUTO BIOLOGICO,REVISTA BRASILEIRA AGROCIENCIA,1,0
185,4328176801136,8.0, , , ,1.0,8.0,MINISTERIO FAZENDA; PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; UNIVERSIDADE PAULISTA; REVISTA AGU; REVISTA PROCURADORIA GERAL FAZENDA NACIONAL; REVISTA PGFN; REVISTA ACADEMICA DIREITOS FUNDAMENTAIS FIEO,REVISTA AGU,0,0
186,4331004469675,4.0, , , ,13.0,32.0,UNIVERSIDADE FEDERAL MINAS GERAIS; FUNDACAO CENTRO TECNOLOGICO MINAS GERAIS; FUNDACAO AMPARO A PESQUISA ESTADO MINAS GERAIS; FUNDACAO DESENVOLVIMENTO PESQUISA UFMG; CADERNOS ARQUITETURA URBANISMO PUCMG; AMBIENTE CONSTRUIDO ONLINE 1678 8621; REVISTA TOPOS; FUNDACAO CARLOS CHAGAS FILHO AMPARO A PESQUISA ESTADO RJ; FINANCIADORA ESTUDOS PROJETOS; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; INSTITUTO RENE RACHOU FIOCRUZ MINAS; UNIVERSIDADE FEDERAL OURO PRETO,INSTITUTO RENE RACHOU FIOCRUZ MINAS; UNIVERSIDADE FEDERAL OURO PRETO,1,1
187,4347616155745,3.0, , , ,3.0,2.0,REGIONAL SCIENCE INSTITUTE; HOKKAIDO UNIVERSITY; HITACHI ZOSEN INFORMATION SYSTEMS CO LTD; EQUUS S R L OCCIDENTAL BOLIVIA; FONDO NACIONAL DESENVOLVIMENTO REGIOAL,REGIONAL SCIENCE INSTITUTE,1,0
188,4354324778920,3.0, , , ,4.0,8.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; FACULDADE ENGENHARIA QUIMICA LORENA; UNIVERSIDADE ESTADUAL RIO GRANDE SUL,UNIVERSIDADE ESTADUAL RIO GRANDE SUL,0,1
189,4405929946327,5.0, , , ,74.0,42.0,UNIVERSIDADE FEDERAL SANTA CATARINA; QUIMICA NOVA IMPRESSO; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY IMPRESSO; QUIMICA NOVA NA ESCOLA IMPRESSO; ENERGY AMPAMP FUELS ONLINE,,0,0
190,4435568031535,5.0, , , ,1.0,5.0,PROGRAMA DESENVOLVIMENTO SOCIAL SUSTENTAVEL POVOS COMUNIDADES; ARIZONA DEPARTMENT OF COMMERCE; OXFORD REALTY ADVISORS; STUDENT CENTER; ALL CURSO IDIOMAS; STAR PLUS; UNIVERSIDADE ESTADO AMAZONAS; UNIVERSIDADE FEDERAL AMAZONAS; PROJETO NOVA CARTOGRAFIA SOCIAL AMAZONIA; ENSOME; WILDLIFE CONSERVATION SOCIETY,UNIVERSIDADE FEDERAL AMAZONAS,1,1
191,4445560688842,7.0, , , ,16.0,27.0,UNIVERSIDADE FEDERAL MINAS GERAIS; MATHEMATICAL PROBLEMS IN ENGINEERING ONLINE; ANNALS OF THE BRAZILIAN ACADEMY OF SCIENCES,ANNALS OF THE BRAZILIAN ACADEMY OF SCIENCES,0,0
192,4471569230089,4.0, , , ,1.0,4.0,APERAM SOUTH AMERICA,APERAM SOUTH AMERICA,0,0
193,4473428354479,4.0, , , ,40.0,20.0,WEG MAQUINAS SA; FUNDACAO CENTRO TECNOLOGICO JUIZ FORA; CENTRO PESQUISAS ENERGIA ELETRICA; COMPANHIA FORCA LUZ CATAGUAZES LEOPOLDINA; UNIVERSIDADE FEDERAL JUIZ FORA; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; ESCOLA SUPERIOR CANDIDO MENDES; IEEE TRANSACTIONS ON POWER SYSTEMS; INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS INC; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS; JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS; IEEE TRANSACTIONS ON SUSTAINABLE ENERGY; INTERNATIONAL JOURNAL OF EMERGING ELECTRIC POWER SYSTEMS; ELECTRIC POWER SYSTEMS RESEARCH,UNIVERSIDADE FEDERAL JUIZ FORA,1,1
194,4478222475085,4.0, , , ,45.0,15.0,SOCIEDADE GOIANA PECUARIA AGRICULTGURA; DEPTO PRODUCAO ANIMAL ESC VET UFG; LABORATORIO NUTRICAO ANIMAL DPAEVUFG; CRIA FERTIL CONSULTORIA AGROPECUARIA; UNIVERSIDADE FEDERAL GOIAS CAMPUS JATAI; CAMPUS JATAI UNIVERSIDADE FEDERAL GOIAS; ANIMAL REPRODUCTION SCIENCE; CIENCIA ANIMAL BRASILEIRA ONLINE; UNIVERSIDADE FEDERAL JATAI; ANNALS OF PARASITOLOGY,ANNALS OF PARASITOLOGY,1,1
195,4510508828540,5.0, , , ,236.0,29.0,UNIVERSIDADE SAO PAULO; ACADEMIA BRASILEIRA OSSEOINTEGRACAO; BRAZILIAN ORAL RESEARCH; JOURNAL OF APPLIED ORAL SCIENCE; JOURNAL OF APPLIED ORAL SCIENCE ONLINE; REVISTA ODONTOLOGICA ARACATUBA; SEMINA CIENCIAS BIOLOGICASSAUDE; INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL IMPLANTS; THE OPEN DENTISTRY JOURNAL; BRAZILIAN DENTAL JOURNAL; TITANIUM INTERNATIONAL SCIENTIFIC JOURNAL OF IMPLANTS AMP BIOMATERIALS; PHOTOMEDICINE AND LASER SURGERY; INDIAN JOURNAL OF DENTAL RESEARCH; JOURNAL OF OSSEOINTEGRATION; INTERNATIONAL SCHOLARLY RESEARCH NETWORK DENTISTRY; EUROPEAN JOURNAL OF DENTISTRY; RGO REVISTA GAUCHA ODONTOLOGIA IMPRESSO; PERIODONTIA FORTALEZA; HISTOLOGY AND HISTOPATHOLOGY; CLINICAL ORAL IMPLANTS RESEARCH; JOURNAL OF PERIODONTAL RESEARCH; REVISTA PAN AMAZONICA SAUDE IMPRESSO; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; JOURNAL OF PERIODONTOLOGY 1970; ACS APPLIED MATERIALS AMP INTERFACES PRINT; IMPLANT NEWS; REVISTA DENTAL PRESS PERIODONTIA IMPLANTOLOGIA; BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH; DENTAL ORAL AND CRANIOFACIAL RESEARCH; IMPLANTNEWS; CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH; BIOSCIENCE JOURNAL; JOURNAL OF DENTISTRY AND ORAL HYGIENE; ORAL DISEASES; BRITISH JOURNAL OF APPLIES SCIOENCE AMP TECHNOLOGY; DENTAL PRESS IMPLANTOLOGY; REVISTA CROMG; CHINESE JOURNAL OF DENTAL RESEARCH; LASERS IN SURGERY AND MEDICINE PRINT; BMC ORAL HEALTH ONLINE; PHOTODIAGNOSIS AND PHOTODYNAMIC THERAPY; CRITICAL REVIEWS IN MICROBIOLOGY; CURRENT BIOACTIVE COMPOUNDS; BRAZILIAN ORAL RESEARCH IMPRESSO; ACTA ODONTOLOGICA SCANDINAVICA,ACTA ODONTOLOGICA SCANDINAVICA,1,1
196,4515274341354,6.0, , , ,2.0,6.0,UNIVERSIDADE FEDERAL SANTA CATARINA; AGENCIA R B S NOTICIAS LTDA; UNIVERSIDADE VALE ITAJAI; RADIO T V CULTURA S A; JORNAL SANTA CATARINA,UNIVERSIDADE FEDERAL SANTA CATARINA,0,1
197,4515964877163,2.0, , , ,49.0,35.0,UNIVERSIDADE FEDERAL RURAL SEMI ARIDO; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE FEDERAL PARAIBA; UNIVERSIDADE ESTADUAL CEARA; UNIVERSIDADE SAO PAULO,UNIVERSIDADE FEDERAL RURAL SEMI ARIDO,0,1
198,4530949909455,4.0, , , ,3.0,29.0,UNIVERSIDADE CAXIAS SUL; INSTITUTO CRIMINALISTICA; DEPARTAMENTO ESTADUAL TRANSITO; STRAIN OXFORD; UNIVERSIDADE FEDERAL SANTA MARIA,UNIVERSIDADE FEDERAL SANTA MARIA,1,1
