,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES
126,3071788320632,5.0, , , ,5.0,2.0,UNIVERSIDADE FEDERAL CEARA; EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; CONSELHO POLITICAS GESTAO MEIO AMBIENTE ESTADO CEARA; ASSOCIACAO CIENTIFICA ESTUDOS AGRARIOS; INSTITUTO DOM JOSE EDUCACAO CULTURA; CARGILL AGRICOLA SA UBERLANDIA; EMPRESA JUNIOR CONSULTORIA ASSESSORIA ZOOTECNICA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; INSTITUTO NACIONAL PESQUISAS ESPACIAIS; CENTRO NACIONAL MONITORAMENTO ALERTAS DESASTRES NATURAIS; FUNDACAO CIENCIA APLICACOES TECNOLOGIA ESPACIAIS,CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO,0,0
127,3087058443147,2.0, , , ,13.0,16.0,DAEE SP; LIGHT SERVICOS ELETRICIDADE S A; THEMAG ENGENHARIA LTDA; UNIVERSIDADE SAO PAULO; COMISSAO SERVICOS PUBLICOS ENERGIA; REVISTA IEEE AMERICA LATINA; ASSOCIACAO DAS DISTRIBUIDORAS ENERGIA ELETRICA,ASSOCIACAO DAS DISTRIBUIDORAS ENERGIA ELETRICA,0,0
128,3090735530795,2.0, , , ,1.0,2.0,,,0,0
129,3105567908411,4.0, , , ,12.0,5.0,CENTRO REFERENCIA ASSISTENCIA SOCIAL; CENTRO REFERENCIA ESPECIALIZADO ASSISTENCIA SOCIAL; CASA PASSAGEM; CENTRO ATENCAO PSICOSSOCIAL; ESCOLA AGRICOLA JUNDIAI; FACULDADE SERIDO; UNIVERSIDADE FEDERAL RIO GRANDE NORTE; UNIVERSIDADE POTIGUAR; FACEN; ORGANIZACAO PAN AMERICANA SAUDEORGANIZACAO MUNDIAL SAUDE; FACULDADE ESTACIO RIO GRANDE NORTE; FACULDADE UNINASSAU; FACULDADE ENFERMAGEM NOVA ESPERANCA MOSSORO,FACULDADE ENFERMAGEM NOVA ESPERANCA MOSSORO,1,1
130,3156654086611,4.0, , , ,5.0,4.0,UNIVERSIDADE ESTADUAL MARINGA; UNIVERSIDADE ABERTA BRASIL; PROFISSIONAL LIBERAL; UNIAO FACULDADES METROPOLITANAS MARINGA; FACULDADE ENGENHARIA INOVACAO TECNICO PROFISSIONAL,UNIAO FACULDADES METROPOLITANAS MARINGA,1,0
131,3159122389771,5.0, , , ,2.0,4.0,INSTITUTO ENERGIA AMBIENTE; FUNDACAO ARMANDO ALVARES PENTEADO; REITORIA UNIVERSIDADE SAO PAULO; INSTITUICAO CIENTIFICA INOVACAO TECNOLOGICA BRASIL; FUNDACAO APOIO A UNIVERSIDADE SAO PAULO; ESCOLA POLITECNICA USP,FUNDACAO APOIO A UNIVERSIDADE SAO PAULO; ESCOLA POLITECNICA USP,0,0
132,3163243500441,4.0, , , ,10.0,11.0,UNIVERSIDADE FEDERAL SERGIPE; UNIVERSIDADE SAO PAULO; SECRETARIA ESTADO MEIO AMBIENTE RECURSOS HIDRICOS SE; BIOTERRA ORGANIZACAO PARA CONSERVACAO BIODIVERSIDADE MEIO AMBIENTE; STCP ENGENHARIA PROJETOS LTDA; UNIVERSIDADE FEDERAL RURAL PERNAMBUCO; TERRAVIVA CONSULTORIA EM MEIO AMBIENTE GEOLOGIA; MASTERPLAN; FUNDACAO APOIO A PESQUISA A INOVACAO TECNOLOGICA ESTADO SERGIPE; VITTAE SOLUCOES AMBIENTAIS,MASTERPLAN,0,0
133,3195028486107,4.0, , , ,5.0,15.0,REVISTA PRINCIPIOS; UNIVERSIDADE FEDERAL SANTA CATARINA; PRINCIPIOS UFRN IMPRESSO; FACULDADE ANITA GARIBALDI,PRINCIPIOS UFRN IMPRESSO,0,0
134,3206463943909,4.0, , , ,9.0,4.0,FACULDADE POLITECNICA CAMPINAS; FONSECA VANNUCCI SOCIEDADE ADVOGADOS; CENTRO UNIVERSITARIO METROPOLITANO SAO PAULO; FACULDADE DIREITO ITU; FACULDADES CAMPINAS; PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS; FACULDADE DIREITO PROF DAMASIO JESUS,PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS,0,1
135,3223819899291,3.0, , , ,4.0,4.0,HOSPITAL CLINICAS FACULDADE MEDICINA USP; UNIVERSIDADE PAULISTA; JBI DATABASE OF SYSTEMATIC REVIEWS AND IMPLEMENTATION REPORTS; HOSPITAL UNIVERSITARIO UNIVERSIDADE SAO PAULO; CONSELHO REGIONAL ENFERMAGEM SAO PAULO,HOSPITAL UNIVERSITARIO UNIVERSIDADE SAO PAULO,0,0
136,3230543597553,4.0, , , ,32.0,31.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDADE SANTA CRUZ SUL; UNIVERSIDADE PASSO FUNDO; GEOGRAFAR; PESQUISAS EM GEOCIENCIAS UFRGS IMPRESSO; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; GEO UERJ CESSOU EM 2004 CONT ISSN 1981 9021 GEO UERJ 2007; RAE GA O ESPACO GEOGRAFICO EM ANALISE; BOLETIM GAUCHO GEOGRAFIA; REVISTA DEPARTAMENTO GEOGRAFIA USP; GEOGRAFIA ENSINO AMP PESQUISA UFSM; REVISTA AMBIENTE AMP AGUA; COMITE BACIA HIDROGRAFICA LAGO GUAIBA; PARA ONDE UFRGS; SUSTENTABILIDADE EM DEBATE; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO; FORMACAO PRESIDENTE PRUDENTE,PESQUISAS EM GEOCIENCIAS UFRGS IMPRESSO,0,0
137,3243576384687,3.0, , , ,23.0,29.0,INSTITUTO FISICA QUIMICA SAO CARLOSUSP; INSTITUTO FISICA USP; EUROPEAN ORGANIZATION FOR NUCLEAR RESEARCH; PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; FREIE UNIVERSITAT BERLIN; SERVICE PHYSIQUE TEORIQUE SACLAY,FREIE UNIVERSITAT BERLIN; SERVICE PHYSIQUE TEORIQUE SACLAY,1,0
138,3250121599656,6.0, , , ,1.0,6.0,UNIVERSIDAD DEL SALVADOR,,1,0
139,3289711513383,4.0, , , ,11.0,27.0,FUNDACAO UNIVERSIDADE REGIONAL BLUMENAU; HOSPITAL SANTA CATARINA; HOSPITAL SANTO ANTONIO; UNIMED BLUMENAU; REVISTA AMRIGS; FUNDACAO FRITZ MULLER; SECRETARIA ESTADUAL EDUCACAO; INSTITUTO NACIONAL ESTUDOS PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; MINISTERIO EDUCACAO; PREFEITURA MUNICIPAL BLUMENAU,PREFEITURA MUNICIPAL BLUMENAU,1,0
140,3350901000829,3.0, , , ,93.0,26.0,UNIVERSIDADE FEDERAL PARANA; BIORESOURCE TECHNOLOGY; REVISTA BRASILEIRA ENGENHARIA AGRICOLA AMBIENTAL; CLEAN SOIL AIR WATER; ENGENHARIA AGRICOLA IMPRESSO; QUIMICA NOVA IMPRESSO; ACTA SCIENTARIUM TECHNOLOGY; UNIVERSIDADE ESTADUAL OESTE PARANA; PESQUISA AGROPECUARIA BRASILEIRA ONLINE; REVISTA BRASILEIRA ZOOTECNIA BRAZILIAN JOURNAL OF ANIMAL SCIENCE; JOURNAL OF ENVIRONMENTAL QUALITY; INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY; CHEMOSPHERE OXFORD; EMBRAPA SUINOS AVES; UNIVERSIDADE FEDERAL FRONTEIRA SUL; EMBRAPA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; ENERGY POLICY; ENVIRONMENTAL TECHNOLOGY; CIENCIA RURAL; ENERGY AMP FUELS; ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH; DESENVOLVIMENTO MEIO AMBIENTE UFPR; FUNDACAO AMPARO A PESQUISA INOVACAO ESTADO SANTA CATARINA; COMISION NACIONAL INVESTIGACION CIENTIFICA Y TECNOLOGICA; SCIENTIA AGRICOLA; JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A TOXIC HAZARDOUS SUBSTA; FRONTIERS OF ENVRONMENTAL SCIENCE AND ENGINEERING; CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY; SUSTAINABILITY SCIENCE 1862 406; FRONTIERS IN SUSTAINABLE FOODS SYSTEMS; SUSTAINABLILITY; JOURNAL OF WATER PROCESS ENGINEERING,SUSTAINABILITY SCIENCE 1862 406; SUSTAINABLILITY; JOURNAL OF WATER PROCESS ENGINEERING,1,1
141,3382878348789,3.0, , , ,2.0,2.0,PREFEITURA MUNICIPAL FAXINAL SOTURNO; UNIVERSIDADE FEDERAL SANTA MARIA; ASSOCIACAO PAIS AMIGOS DOS EXCEPCIONAIS; DIRETORIO DOS GRUPOS PESQUISA NO BRASIL; PREFEITURA MUNICIPAL SANTA MARIA; GOVERNO ESTADO RIO GRANDE SUL; REVISTA EDUCACAO ESPECIAL UFSM,UNIVERSIDADE FEDERAL SANTA MARIA; REVISTA EDUCACAO ESPECIAL UFSM,0,1
142,3423598440275,3.0, , , ,36.0,14.0,INSTITUTO ESTADUAL DIABETES ENDOCRINOLOGIA LUIZ CAPRIGLIONE; UNIVERSIDADE FEDERAL RIO JANEIRO; SERGIO FRANCO MEDICINA DIAGNOSTICA; HOSPITAL MUNICIPAL LOURENCO JORGE; UNIVERSIDADE FEDERAL FLUMINENSE; BMJ OPEN; REVISTA BRASILEIRA CARDIOLOGIA ONLINE; ARQUIVOS BRASILEIROS ENDOCRINOLOGIA METABOLOGIA IMPRESSO; REVISTA BRASILEIRA EDUCACAO MEDICA IMPRESSO,REVISTA BRASILEIRA EDUCACAO MEDICA IMPRESSO,0,0
143,3431370671298,4.0, , , ,14.0,8.0,ESCOLA ESTADUAL PADRE ROGERIO ABDALA; ESCOLA ESTADUAL VITAL BRASIL; UNIVERSIDADE FEDERAL ALFENAS; UNIVERSITY OF CALIFORNIA SANTA CRUZ EUA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA SUL MINAS GERAIS; UNIVERSIDADE FEDERAL ABC,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA SUL MINAS GERAIS,1,1
144,3453487801498,5.0, , , ,1.0,8.0,UNIVERSIDADE FEDERAL RIO JANEIRO; UNIVERSIDADE GAMA FILHO; FUNDACAO UNIVERSITARIA JOSE BONIFACIO; FINANCIADORA ESTUDOS PROJETOS; INSTITUTO NACIONAL TECNOLOGIA; BENZECRY BENZECRY PROJETOS CONSULTORIA LTDA,UNIVERSIDADE GAMA FILHO,0,1
145,3486790418015,5.0, , , ,3.0,10.0,,,0,0
146,3529816959526,4.0, , , ,4.0,6.0,UNIDADE NEFROLOGIA TRANSPLANTE RENAL; CLINICA NEFROLOGIA DIADEMA; PREFEITURA MUNICIPAL CAMPINAS; HOSPITAL TRANSPLANTES EURYCLIDES JESUS ZERBINI; HOSPITAL 9 JULHO; DEPARTAMENTO REGIONAL SAUDE VII CAMPINAS; FACULDADE MEDICINA SAO LEOPOLDO MANDIC CAMPINAS,DEPARTAMENTO REGIONAL SAUDE VII CAMPINAS; FACULDADE MEDICINA SAO LEOPOLDO MANDIC CAMPINAS,1,1
147,3550660647321,3.0, , , ,31.0,7.0,UNIVERSIDADE FEDERAL MATO GROSSO; PROFISSIONAL LIBERAL; UNIVERSIDADE FEDERAL VICOSA; EQUINE VETERINARY JOURNAL; EQUINE VETERINARY EDUCATION; THERIOGENOLOGY; ANIMAL REPRODUCTION SCIENCE PRINT; ANIMAL BIOTECHNOLOGY; REPRODUCTION IN DOMESTIC ANIMALS 1990; UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN; SOCIETY FOR THERIOGENOLOGYAMERICAN COLLEGE OF THERIOGENOLOGISTS; UNIVERSITY OF KENTUCKY; CORNELL UNIVERSITY; ANIMAL REPRODUCTION SCIENCE; JAVMA JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION; VETERINARY JOURNAL; JOURNAL OF EQUINE VETERINARY SCIENCE,JAVMA JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,1,0
148,3621108371105,8.0, , , ,3.0,16.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDADE FEDERAL PARANA,UNIVERSIDADE FEDERAL PARANA,0,1
149,3622563531554,4.0, , , ,42.0,7.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE SAO PAULO; CENTRO UNIVERSITARIO CENTRAL PAULISTA; UNIVERSIDADE ESTADUAL CENTRO OESTE; REVISTA CAATINGA; BIORESOURCES,BIORESOURCES,0,0
150,3638438794061,4.0, , , ,10.0,8.0,FACULDADE POLITECNICA JUNDIAI; COLEGIO ANGLO CAMPINAS; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE FEDERAL SAO CARLOS; INSTITUTO FEDERAL SAO PAULO,INSTITUTO FEDERAL SAO PAULO,0,0
151,3700520685141,7.0, , , ,1.0,7.0,UNIVERSIDADE COIMBRA,,0,0
152,3724523397023,3.0, , , ,37.0,22.0,UNIVERSIDADE FEDERAL ALFENAS; UNIVERSIDADE SAO PAULO; RBCF REVISTA BRASILEIRA CIENCIAS FARMACEUTICAS; QUIMICA NOVA; JOURNAL OF PHARMACEUTICAL SCIENCES; ACTA FARMACEUTICA BONAERENSE,JOURNAL OF PHARMACEUTICAL SCIENCES,0,0
153,3751583176190,4.0, , , ,8.0,6.0,UNIVERSIDADE FEDERAL PERNAMBUCO; UNIVERSIDAD MURCIA; HOSPITAL DAS CLINICAS UNIVERSIDADE FEDERAL PERNAMBUCO; UNIVERSIDADE FEDERAL MINAS GERAIS; CENTRO UNIVERSITARIO MAURICIO NASSAU RECIFE; UNIVERSIDADE FEDERAL CAMPINA GRANDE,UNIVERSIDADE FEDERAL CAMPINA GRANDE,1,1
154,3768764044476,4.0, , , ,1.0,4.0,ALVO EVENTOS; SERVICO NACIONAL APRENDIZAGEM COMERCIAL; FACULDADE SUMARE; FACULADE METROPOLITANAS UNIDAS; RMA TREINAMENTO CONSULTORIA EVENTOS LTDA; CENTRO UNIVERSITARIO SENAC; INSTITUTO NACIONAL ESTUDOS PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; REVISTA PROFISSAO DOCENTE; REVISTA ACADEMICA ELETRONICA SUMARE; FACULDADE INNOVARE; UNIVERSIDADE MOGI DAS CRUZES; FACULDADE DRUMMOND; FACULDADE SESI SP EDUCACAO; FACULDADE HELLINGER; INSTITUTO GENTELAB; CENTRO UNIVERSITARIO UNISANTANNA,FACULDADE HELLINGER,1,0
155,3791838817157,4.0, , , ,4.0,4.0,UNIVERSIDADE FEDERAL FLUMINENSE; ANNUAL RESEARCH AMP REVIEW IN BIOLOGY; BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH; JEADV JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,ANNUAL RESEARCH AMP REVIEW IN BIOLOGY; BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH; JEADV JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,1,1
156,3801791761838,4.0, , , ,13.0,7.0,INSTITUTO SUPERIOR EDUCACAO PROSABER; CENTRO CRIACAO POPULAR; UNIVERSIDADE FEDERAL RIO JANEIRO; PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; ESCOLA SA PEREIRA; OS BATUTINHAS; CRECHE ESPIRITA TIA ANGELA; UNIVERSIDADE FEDERAL FLUMINENSE; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; REVISTA ALEPH BRASIL,UNIVERSIDADE FEDERAL FLUMINENSE; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; REVISTA ALEPH BRASIL,0,1
157,3832269144259,4.0, , , ,6.0,3.0,UNIVERSIDADE ESTADUAL CEARA,,0,0
158,3846222379954,4.0, , , ,8.0,6.0,FUNDACAO UNIVERSIDADE FEDERAL CIENCIAS SAUDE PORTO ALEGRE; SISTEMA EDUCACIONAL GALILEU; CENTRO UNIVERSITARIO CENECISTA OSORIO,CENTRO UNIVERSITARIO CENECISTA OSORIO,1,1
159,3899410308014,4.0, , , ,6.0,6.0,NOVARTIS; UNIVERSIDADE FEDERAL SAO CARLOS; TECHNISCHE UNIVERSITAT BRAUNSCHWEIG; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA; UNIVERSITE DU QUEBEC,UNIVERSITE DU QUEBEC,1,0
160,3919386536713,9.0, , , ,1.0,9.0,UNIVERSIDADE FEDERAL RIO JANEIRO,,0,0
161,3944334870038,4.0, , , ,13.0,7.0,EMBRAPA AMAZONIA ORIENTAL; EIDAI BRASIL SA; UNIVERSIDADE FEDERAL LAVRAS; ASSOCIACAO NACIONAL DOS PRODUTORES PISOS MADEIRA; SECRETARIA MUNICIPAL ASSISTENCIA SOCIAL GARRAFAO NORTE; UNIVERSIDADE ESTADO PARA; ESCOLA TRABALHO PRODUCAO PARA; UNIVERSIDADE FEDERAL SAO CARLOS; PAMPA EXPORTACOES,UNIVERSIDADE FEDERAL SAO CARLOS,1,1
162,3965046258525,5.0, , , ,5.0,4.0,LABORATORIO PESQUISA EM REDES NEURAIS; TRIBUNAL JUSTICA ESTADO GOIAS; PIRES JACO INTERATIVIDADE; UNIVERSIDADE FEDERAL GOIAS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA GOIAS; MINISTERIO EDUCACAO,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA GOIAS,0,1
163,3973380930458,2.0, , , ,5.0,3.0,UNIVERSIDAD VALENCIA; HOSPITAL ESPANHOL; HOSPITAL IRMA DULCE; FACULDADE NOBRE; FACULDADE TECNOLOGIA CIENCIAS FEIRA SANTANA; UNEF; UNIVERSIDADE ESTADUAL FEIRA SANTANA; COMITE ETICA PESQUISA,UNEF,0,0
164,3975387481186,4.0, , , ,1.0,9.0,UNIVERSIDADE ESTADUAL PARAIBA,,0,0
165,3979609054134,4.0, , , ,1.0,4.0,MINISTERIO PUBLICO; UNIVERSIDADE VALE ITAJAI; FACULDADE CESUSC,,0,0
166,4022586110481,5.0, , , ,6.0,21.0,UNIVERSIDADE SAO PAULO,,0,0
167,4028118139739,4.0, , , ,19.0,10.0,UNIVERSIDADE CAXIAS SUL; UNIVERSIDADE FEDERAL RIO GRANDE SUL; BIOCHEMICAL SYSTEMATICS AND ECOLOGY; JOURNAL OF ESSENTIAL OIL BEARING PLANTS; AFRICAN JOURNAL OF PLANT SCIENCE; ANNALS OF APPLIED BIOLOGY; THE JOURNAL OF EXPERIMENTAL BIOLOGY; JOURNAL OF PHARMACY AND PHARMACOLOGY; AFRICAN JOURNAL OF BIOTECHNOLOGY; INTERNATIONAL FOOD RESEARCH JOURNAL; JOURNAL OF AGRICULTURAL SCIENCE; UNIVERSIDAD LA REPUBLICA URUGUAY,UNIVERSIDADE CAXIAS SUL,0,1
168,4035930785020,4.0, , , ,13.0,7.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE SAO PAULO; RANGE CATTLE RESEARCH AND EDUCATION CENTER UNIVERSITY OF FLORIDA; EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; EMBRAPA PECUARUA SUDESTE,EMBRAPA PECUARUA SUDESTE,0,0
169,4039074128255,3.0, , , ,6.0,8.0,UNIVERSIDADE ESTADO RIO JANEIRO; UNIVERSIDADE ESTACIO SA; DEFENSORIA PUBLICA ESTADO RIO JANEIRO; ORDEM DOS ADVOGADOS BRASIL; REVISTA ACADEMICA ARCADAS,REVISTA ACADEMICA ARCADAS,0,0
170,4052801698371,4.0, , , ,4.0,13.0,UNIVERSIDADE ESTADO RIO JANEIRO; CENTRO MISSEIS ARMAS SUBMARINAS MARINHA BRASIL; CENTRO ELETRONICA MARINHA BRASIL; ARSENAL MARINHA RIO JANEIRO; TELECOMUNICACOES RIO JANEIRO; PREFEITURA CIDADE RIO JANEIRO; FUNDACAO OSWALDO CRUZ; UNIVERSIDADE FEDERAL FLUMINENSE; REVISTA TRABALHO NECESSARIO; EDUCACAO CULTURA CONTEMPORANEA; REVISTA MOSAICOS CAP UERJ; REVISTA EIXO INSTITUTO FEDERAL BRASILIA IFB,REVISTA TRABALHO NECESSARIO; REVISTA MOSAICOS CAP UERJ,0,0
171,4066031704290,5.0, , , ,6.0,4.0,UNIVERSIDADE ESTACIO SA; FUNDACAO ARMANDO ALVARES PENTEADO; THE FUTURES COMPANY; FAITH POPCORN BRAIN RESERVE; UNISANTANNA; ESCOLA SUPERIOR PROPAGANDA MARKETING; CIBERLEGENDA UFF ONLINE; UNIVERSIDADE ESTADUAL CAMPINAS; IED SAO PAULO; ASSOCIACAO CULTURAL EDUCACIONAL PIRATININGA; INSTITUTO EURO LATINO AMERICANO CULTURA TECNOLOGIA,ESCOLA SUPERIOR PROPAGANDA MARKETING,1,1
172,4070354137772,4.0, , , ,15.0,7.0,UNIVERSIDADE FEDERAL PELOTAS; UNIVERSIDADE FEDERAL RIO GRANDE; UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,0,1
173,4072613292475,2.0, , , ,2.0,2.0,FACULDADE ARTE DULCINA MORAIS; FACULDADE MAUA BRASILIA; INSTIT EDUC CULT HELOISA MARINHO; UNIVERSIDADE BRASILIA; UNIVERSIDADE ESTADO SANTA CATARINA; CENTRO CULTURAL BANCO BRASIL; MUSEU REPUBLICA; CENTRO EDUCACIONAL ASA BRANCA; CENTRO ENSINO RIO BRANCO; UNIVERSIDADE REGIONAL CARIRI,UNIVERSIDADE BRASILIA,1,1
174,4079149727273,4.0, , , ,21.0,9.0,MINISTERIO SAUDE; TRIBUNAL REGIONAL ELEITORAL ESTADO PIAUI; INSTITUTO CAMILLO FILHO; CONSELHO REGIONAL MEDICINA PIAUI; CENTRO ENSINO UNIFICADO TERESINA; UNIVERSIDADE FEDERAL PIAUI; UNIVERSIDADE ESTADUAL CAMPINAS; EMPRESA BRASILEIRA SERVICOS HOSPITALARES; ANAIS CONSELHO REGIONAL MEDICINA ESTADO PIAUI,EMPRESA BRASILEIRA SERVICOS HOSPITALARES,0,0
175,4094227653305,4.0, , , ,63.0,23.0,UNIVERSIDADE FORTALEZA; UNIVERSIDADE FEDERAL CEARA; CREMER S A PRODUTOS TEXTEIS CIRURGICOS; REVISTA BRASILEIRA EM PROMOCAO SAUDE UNIFOR; QUIMICA NOVA; NATURAL PRODUCT COMMUNICATIONS; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY IMPRESSO; CIENCIA RURAL UFSM IMPRESSO; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; FUNDACAO AMAZONIA PARAENSE AMPARO A PESQUISA; FUNDACAO AMPARO A PESQUISA ESPIRITO SANTO; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR,UNIVERSIDADE FEDERAL CEARA,1,1
176,4145784901580,3.0, , , ,1.0,3.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE ESTADUAL NORTE FLUMINENSE DARCY RIBEIRO; MINISTERIO AGRICULTURA PECUARIA ABASTECIMENTO,MINISTERIO AGRICULTURA PECUARIA ABASTECIMENTO,1,1
177,4154643724833,1.0, , , ,1.0,1.0,APM D JOAO VI; POLICIA MILITAR ESTADO RIO JANEIRO; CORREGEDORIA INTERNA PMERJ; DIRETORIA GERAL ENSINO INSTRUCAO; BATALHAO POLICIA VIAS EXPRESSAS; UNIDADE PRISIONAL PMERJ,APM D JOAO VI; UNIDADE PRISIONAL PMERJ,1,1
178,4163891112897,3.0, , , ,26.0,25.0,UNIVERSIDADE SAO PAULO; INSTITUTO PATRIMONIO HISTORICO ARTISTICO NACIONAL; UNIVERSIDADE ESTADUAL CAMPINAS; PONTIFICIA UNIVERSIDADE CATOLICA POCOS CALDAS; UNIVERSIDADE MACKENZIE; UNIVERSIDADE FEDERAL PELOTAS; FACULDADE ARQUITETURA SAO JUDAS TADEU; PONTIFICIA UNIVERSIDADECATOLICA CAMPINAS; ATELIER LUCIANO BANDINI; ATELIER BARTOLOZZI MAIOLI ANTIGUITA; ATELIER RESTAURACAO AUGUST BOCKLIMOBEL UND ANTIK SCHREINEREI; ATELIER ELISABETH SADEGHI; ATELIER ROBERTO STOLFI STDIO DI ARCHITTETURA ANDREA MALACARNE; UNIVERSIDADE CRUZEIRO SUL; UNIVERSIDADE SANTOS UNISANTOS; UNIVERSIDADE FEDERAL PARANA; ATELIER CAPRARA; SINOPSES; ANAIS MUSEU PAULISTAHISTORIA CULTURA MATERIAL; FACULDADE ENGENHARIA CIVIL ARQUITETURA URNBANISMO UNICAMP; REVISTACPC; POSREVISTA PROGRAMA POS GRADUACAO EM ARQUITETURA URBANISMO FAU; REVISTACPC USP; ANAIS MUSEU PAULISTA HISTORIA CULTURA MATERIAL; REVISTA TEMPORALIDADES; LABORATORIO NACIONAL ENGENHARIA CIVIL PORTUGAL; FAPESP FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; SAE UNICAMP; PIBICUNICAMP PIBIC UNICAMP; UNIVERSIDADE FEDERAL PERNAMBUCO; PERIODICO PESQUISA EM ARQUITETURA CONSTRUCAO PARC; CONSELHO DEFESA PATRIMONIO HISTORICO ARQUEOLOGICO ARTISTICO TURIS; REVISTA VIRUS NOMADSUSP; REVISTA MUSAS IBRAMMINC; PARC PESQUISA EM ARQUITETURA CONSTRUCAO UNICAMP; AMBIENTE CONSTRUIDO ONLINE; RESGATE REVISTA INTERDISCIPLINAR CULTURA; FACULDADE ENGENHARIA CIVIL ARQUITETURA URBANISMO UNICAMP; CONSELHO PATRIMONIO HISTORICO CULTURAL CAMPINAS; MUSEU EXPLORATORIO CIENCIAS UNICAMP; POLITECNICO DI TORINO; SISTEMA ARQUIVOS SIARQ UNICAMP; UNIVERSIDADE ESTADUAL CAMPINAS UNICAMP,POLITECNICO DI TORINO,1,0
179,4195716275166,7.0, , , ,1.0,7.0,FACULDADE ARQUITECTURA UNIVERSIDADE LISBOA,,0,0
180,4236519453365,4.0, , , ,9.0,8.0,PREFEITURA CIDADE RIO JANEIRO; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; FLORAM REVISTA FLORESTA AMBIENTE,FLORAM REVISTA FLORESTA AMBIENTE,0,0
181,4252333831479,3.0, , , ,4.0,7.0,CENTRO UNIVERSITARIO ADVENTISTA SAO PAULO; GEMEINSCHAFT DER SIEBENTEN TAGS ADVENTISTEN; EMPRESA ASSISTENCIA TECNICA EXTENSAO RURAL ESTADO PARANA; INSTITUTO PARANAENSE ASSISTENCIA TECNICA EXTENSAO RURAL; BANCO ESTADO PARANA,CENTRO UNIVERSITARIO ADVENTISTA SAO PAULO,0,1
