,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,ListaIESInternacional,PrimeiraArea,PrimeiraAreaNumeric
512,1014575950191035,5.0,1,CIENCIAS EXATAS E DA TERRA,0,26.0,14.0,INSTITUTO NACIONAL PESQUISAS ESPACIAIS; RBC REVISTA BRASILEIRA CARTOGRAFIA ONLINE; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; INTERNATIONAL JOURNAL OF DIGITAL EARTH; ISPRS INTERNATIONAL JOURNAL OF GEO INFORMATION; IEEE GEOSCIENCE AND REMOTE SENSING LETTERS; SENSORS; REMOTE SENSING, ,1,0,US/IN,CIENCIAS EXATAS E DA TERRA,1
513,1014598931590283,4.0,1,CIENCIAS SOCIAIS APLICADAS; CIENCIAS EXATAS E DA TERRA,0,1.0,4.0,INSTITUTO EUVALDO LODI; FUNDACAO INSTITUTO PESQUISAS ECONOMICAS; MINISTERIO CIENCIA TECNOLOGIA INOVACOES COMUNICACOES; FINANCIADORA ESTUDOS PROJETOS; ORGANIZACAO DAS NACOES UNIDAS PARA A EDUCACAO CIENCIA CULTURA; MINISTERIO DESENVOLVIMENTO SOCIAL COMBATE A FOME; FIPEUESP,MINISTERIO DESENVOLVIMENTO SOCIAL COMBATE A FOME,1,0,US,CIENCIAS SOCIAIS APLICADAS,5
514,1014599244201422,3.0,1,CIENCIAS SOCIAIS APLICADAS,0,3.0,5.0,PREFEITURA MUNICIPAL LAGUNA; UNIVERSIDADE SUL SANTA CATARINA; CENTRO ENSINO SUPERIOR AMAPA; INSTITUTO PATRIMONIO HISTORICO ARTISTICO NACIONAL,INSTITUTO PATRIMONIO HISTORICO ARTISTICO NACIONAL,1,1,BR/BR/ES,CIENCIAS SOCIAIS APLICADAS,5
515,1014623316106718,5.0,1,OUTROS; CIENCIAS HUMANAS; CIENCIAS EXATAS E DA TERRA; CIENCIAS BIOLOGICAS,1,9.0,18.0,UNIVERSIDADE PRESBITERIANA MACKENZIE; UNIVERSIDADE SAO JUDAS TADEU; UNIVERSIDADE TAUBATE; FACULDADE ENGENHARIA QUIMICA LORENA; ASSOCIACAO BRASILEIRA CULTURA AEROESPACIAL; SERVICO NACIONAL APRENDIZAGEM COMERCIAL,ASSOCIACAO BRASILEIRA CULTURA AEROESPACIAL,0,0,BR/BR/BR,OUTROS,8
516,1014635429140800,4.0,0,CIENCIAS EXATAS E DA TERRA; CIENCIAS BIOLOGICAS,1,10.0,7.0,UNIVERSIDADE VALE ITAJAI; CENTRO PREVISAO TEMPO ESTUDOS CLIMATICOS; LUNUS COMERCIO REPRESENTACAO LTDA; PREFEITURA MUNICIPAL SAO JOSE DOS CAMPOS; UNIVERSIDADE FEDERAL SANTA CATARINA; UNIVERSIDADE SAO PAULO; FACULDADE SAO LUCAS CACAPAVA; ANAIS XXIII ENCONTRO LATINO AMERICANO INICIACAO CIENTIFICA; FACULDADE SANTO ANTONIO; UNIVERSIDADE FEDERAL SAO PAULO,UNIVERSIDADE FEDERAL SAO PAULO,1,1,BR/BR/BR/US/BR/BR,CIENCIAS EXATAS E DA TERRA,1
517,1014676965855681,4.0,0,CIENCIAS SOCIAIS APLICADAS,0,1.0,4.0,AGRO BRASIL ADMINISTRACAO PARTICIPACOES LTDA; TRENCH ROSSI WATANABE ADVOGADOS; ADVOCACIA GERAL UNIAO; DEPARTAMENTO POLICIA FEDERAL,ADVOCACIA GERAL UNIAO; DEPARTAMENTO POLICIA FEDERAL,0,0,,CIENCIAS SOCIAIS APLICADAS,5
518,1014718201015234,5.0,1,CIENCIAS BIOLOGICAS; CIENCIAS AGRARIAS,0,6.0,8.0,EMBRAPA RECURSOS GENETICOS BIOTECNOLOGIA; UNIVERSIDADE BRASILIA; INSTITUTO DESENVOLVIMENTO RURAL PARANA; FACULDADE TERRA BRASILIA; UNIVERSIDADE CATOLICA BRASILIA; FACULDADE ALVORADA; EMBRAPA AGROENERGIA; COLEGIO VITAL BRAZIL; CENTRO EDUCACIONAL BRASIL CENTRAL; INSTITUTO CHICO MENDES CONSERVACAO BIODIVERSIDADE,EMBRAPA AGROENERGIA; CENTRO EDUCACIONAL BRASIL CENTRAL,0,1,BR/BR/BR/BR,CIENCIAS BIOLOGICAS,0
519,1014780526039516,3.0,1,CIENCIAS SOCIAIS APLICADAS,1,6.0,5.0,CADERNOS MANUELZAO; SECRETARIA ESTADO DEFESA SOCIAL MINAS GERAIS; ESCOLA SAUDE PUBLICA MINAS GERAIS; PUC MINAS BETIM; PONTIFICIA UNIVERSIDADE CATOLICA MINAS GERAIS CONTAGEM; REVISTA DIREITO SANITARIO; SAUDE SOCIEDADE ONLINE; GERAIS REVISTA SAUDE PUBLICA SUSMG; SUBSECRETARIA DIREITOS HUMANOS,SUBSECRETARIA DIREITOS HUMANOS,1,0,US/BR,CIENCIAS SOCIAIS APLICADAS,5
520,1014787446549071,3.0,0,ENGENHARIAS,0,8.0,11.0,BRASIL TELECOM S A; TELECOMUNICACOES PARANA SA; FABRICA PAPEL CELULOSE FACELPA; EQUITEL; COMPANHIA PARANAENSE ENERGIA; SCIENCE JOURNAL OF BUSINESS MANAGEMENT; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA; EUROPEAN JOURNAL OF OPERATIONAL RESEARCH; INTERNATIONAL JOURNAL OF EDUCATIONAL ADMINISTRATION AND POLICY STUDIES; ASIAN FOOD SCIENCE JOURNAL; JOURNAL OF ACCOUNTING MANAGEMENT AND GOVERNANCE; REVISTA ADMINISTRACAO EMPRESAS; SCIENCE JOURNAL OF ECONOMICS; BRAZILIAN JOURNAL OF OPERATIONS AMP PRODUCTION MANAGEMENT; JOURNAL NAMEAMP09ASIAN JOURNAL OF ECONOMICS BUSINESS AND ACCOUNTING; EUROPEAN JOURNAL OF NUTRITION AMP FOOD SAFETY; JOURNAL OF GLOBAL ECONOMICS MANAGEMENT AND BUSINESS RESEARCH; ASIAN JOURNAL OF ECONOMICS BUSINESS AND ACCOUNTING,JOURNAL NAMEAMP09ASIAN JOURNAL OF ECONOMICS BUSINESS AND ACCOUNTING; EUROPEAN JOURNAL OF NUTRITION AMP FOOD SAFETY; JOURNAL OF GLOBAL ECONOMICS MANAGEMENT AND BUSINESS RESEARCH; ASIAN JOURNAL OF ECONOMICS BUSINESS AND ACCOUNTING,1,1,CN/AU/BR,ENGENHARIAS,3
521,1014821345779464,4.0,1,CIENCIAS BIOLOGICAS,1,5.0,5.0,BIOAGRI AMBIENTAL; COMPANHIA MUNICIPAL LIMPEZA URBANA; GRUPO EDUCACAO PARA O MEIO AMBIENTE; FUNDACAO OSWALDO CRUZ; COMLURB CIA MUNIC LIMP URBANA,FUNDACAO OSWALDO CRUZ,1,1,BR/US,CIENCIAS BIOLOGICAS,0
522,1014836206388440,6.0,1,CIENCIAS HUMANAS,0,12.0,13.0,UNIVERSIDADE FEDERAL PERNAMBUCO; UNIVERSIDADE FEDERAL ALAGOAS; FUNDACAO JOAQUIM NABUCO; FACULDADE FORMACAO PROFESSORES MATA SUL; DIVISAO PESQUISA HISTORICA UFPE LABORATORIO PESQUISA; NUCLEO ESTUDOS ARQUEOLOGICOS UFPE; ARQUIVO PUBLICO ESTADUAL PERNAMBUCO JORDAO EMERECIANO; CENTRO CIENCIAS JURIDICAS UFPE; COMPANHIA INDUSTRIALIZACAO LEITE PERNAMBUCO; INSTITUTO TECNOLOGICO ESTADO PERNAMBUCO; SECRETARIA TRBALHO ACAO SOCIAL ESTADO PERNAMBUCO; SECRETARIA EDUCACAO CULTURA ESPORTES; CLIO SERIE ARQUEOLOGICA UFPE; FUNDACAO SERIDO; GENERO AMP HISTORIA UFPE,UNIVERSIDADE FEDERAL PERNAMBUCO,1,1,BR/BR/BR/ES,CIENCIAS HUMANAS,6
523,1014840902049703,4.0,0,CIENCIAS HUMANAS,0,8.0,8.0,CONSELHO REGIONAL PSICOLOGIA 7 REGIAO; FACULDADE SEAMA; CRUZ VERMELHA BRASILEIRA; CAIXA ECONCOMICA ESTADUAL RS; CONSULTORIO PRIVADO; UNIVERSIDADE FEDERAL PIAUI; UNIVERSIDADE FEDERAL RIO GRANDE SUL; JORNAL ENTRELINHAS; ARTICULACAO COM A SOCIEDADE CIVIL DIREITOS HUMANOS; ASSOCIACAO PSICANALITICA PORTO ALEGRE; JORNAL DIVERSU; REVISTA DIVERSA; UNIVERSIDADE FEDERAL PAMPA; PSICOLOGIA TEORIA PESQUISA UNB IMPRESSO,PSICOLOGIA TEORIA PESQUISA UNB IMPRESSO,1,1,PT/AR/BR/BR,CIENCIAS HUMANAS,6
524,1014880910768142,4.0,1,CIENCIAS SOCIAIS APLICADAS,1,26.0,26.0,UNIVERSIDADE FEDERAL PERNAMBUCO; CITY AMP TIME; REVISTA OCULUM ENSAIOS; REVISTA CPC USP; REVISTA BRASILEIRA ESTUDOS URBANOS REGIONAIS ANPUR; URBANA REVISTA ELETRONICA CENTRO INTERDISCIPLINAR ESTUDOS CIDADE; CENTRO ESTUDOS AVANCADOS CONSERVACAO INTEGRADA; ASSOCIACAO NACIONAL POS GRAD PESQ EM PLANEJAMENTO URBANO REGIONAL; CONSELHO DESENVOLVIMENTO PERNAMBUCO; FUNDACAO DESENVOLVIMENTO REGIAO METROPOLITANA RECIFE; EMPRESA URBANIZACAO RECIFE; ADMINISTRACAO ARQUIPELAGO FERNANDO NORONHA; SECRETARIA PLANEJAMENTO; URBANA PLANEJAMENTO PROJETOS LTDA; CONSELHO NACIONAL DAS CIDADES; REDE PESQUISA CONSERVACAO URBANA TERRITORIAL; REDE PESQUISA URBANISMO NO BRASIL; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FORUM DAS CIENCIAS HUMANAS SOCIAIS SOCIAIS APLICADAS; LABORATORIO URBANISMO PATRIMONIO CULTURAL; UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II; ESTUDOS UNIVERSITARIOS; URBE REVISTA BRASILEIRA GESTAO URBANA; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; ASSOCIACAO IBEROAMERICANA HISTORIA URBANA; REVISTA NOVOS CADERNOS NAEA; CADERNOS METROPOLES; ASSOCIACAO NACIONAL PESQUISA POS GRADUACAO EM ARQUITETURA URBANISMO; RED INTERNACIONAL ECONOMIA HUMANA,UNIVERSIDADE FEDERAL PERNAMBUCO,1,1,BR/BR/US/PK,CIENCIAS SOCIAIS APLICADAS,5
525,1014896330486801,4.0,0,CIENCIAS BIOLOGICAS,1,4.0,4.0,FUNDACAO OSWALDO CRUZ; UNIVERSIDADE FEDERAL RIO JANEIRO; THE OHIO STATE UNIVERSITY; CURSO PRIMER PREPARATORIO PARA CONCURSOS PUBLICOS,UNIVERSIDADE FEDERAL RIO JANEIRO,1,1,BR/BR/US,CIENCIAS BIOLOGICAS,0
526,1014904168887285,5.0,0,CIENCIAS EXATAS E DA TERRA,1,3.0,19.0,UNIVERSIDADE FEDERAL AMAZONAS; UNIVERSIDADE FEDERAL MINAS GERAIS; UNIVERSIDADE FEDERAL RIO JANEIRO; INFOCOMP JOURNAL OF COMPUTER SCIENCE 1807 4545; INFOCOMP JOURNAL OF COMPUTER SCIENCE; UNIVERSIDADE ESTADO AMAZONAS; IP INFORMATICA PUBLICA; SECRETARIA ESTADO EDUCACAO QUALIDADE ENSINO; SUPERINTENDENCIA ZONA FRANCA MANAUS; IEEE SENSORS JOURNAL,UNIVERSIDADE FEDERAL AMAZONAS,0,1,BR/BR/BR/BR,CIENCIAS EXATAS E DA TERRA,1
527,1014987877283654,4.0,0,CIENCIAS EXATAS E DA TERRA,1,9.0,9.0,FACULDADES OSWALDO CRUZ; INSTITUTO PESQUISAS ENERGETICAS NUCLEARES; INSTITUTO QUIMICA USP; PERKINELMER; VTT TECHNICAL RESEARCH CENTRE OF FINLAND; CENTRO APOIO A FACULDADE SAUDE PUBLICA UNIVERSIDADE SAO PAULO; INSTITUTO TECNOLOGIA ALIMENTOS,CENTRO APOIO A FACULDADE SAUDE PUBLICA UNIVERSIDADE SAO PAULO,1,1,BR/US/FI,CIENCIAS EXATAS E DA TERRA,1
528,1014993646441361,4.0,1,CIENCIAS BIOLOGICAS,1,2.0,4.0,SOUTH AFRICAN JOURNAL OF BOTANY; AMERICAN JOURNAL OF AGRICULTURE AND FORESTRY; AMERICAN JOURNAL OF ENERGY RESEARCH; JOURNAL OF PLANT SCIENCES; SCIENCE AND EDUCATION PUBLISHING; JOURNAL OF AUTOMATION AND CONTROL; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; AMERICAN JOURNAL OF EXPERIMENTAL AGRICULTURE; PLANT CELL BIOTECHNOLOGY AND MOLECULAR BIOLOGY,PLANT CELL BIOTECHNOLOGY AND MOLECULAR BIOLOGY,0,1,BR,CIENCIAS BIOLOGICAS,0
529,1015001063418091,4.0,0,ENGENHARIAS,1,109.0,32.0,UNIVERSIDADE FEDERAL SAO CARLOS; FUNDACAO AMPARO A TECNOLOGIA AO MEIO AMBIENTE ESTADO SANTA CATAR; INSTITUT GESTION INTERNATIONAL AGRO ALIMENTAIRE; UNIVERSIDADE FEDERAL SANTA CATARINA; REVISTA GESTAO INDUSTRIAL ONLINE; GEICOR BUSINESS REVIEW; REVISTA PRODUCAO ONLINE; GESTAO PRODUCAO UFSCAR; PRODUCAO SAO PAULO; RAC REVISTA ADMINISTRACAO CONTEMPORANEA; RAUSP REVISTA ADMINISTRACAO; REVISTA ECONOMIA ADMINISTRACAO; ORGANIZACOES RURAIS AGROINDUSTRIAIS; DESAFIO CAMPO GRANDE; REVISTA ECONOMIA SOCIOLOGIA RURAL; GESTAO AMP PRODUCAO UFSCAR IMPRESSO; ORGANIZACOES RURAIS AGROINDUSTRIAIS UFLA; PRODUCAO SAO PAULO IMPRESSO; REVISTA ECONOMIA SOCIOLOGIA RURAL IMPRESSO; REVISTA ADMINISTRACAO FEA USP; S AMP G SISTEMAS AMP GESTAO; CAPES COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; EMBRAPA EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; CNPQ CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FAADCTPR FUNDACAO ARAUCARIA APOIO AO DESENVOLVIMENTO CIENTIFICO TEC; FAPESP FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; ANVISA AGENCIA NACIONAL VIGILANCIA SANITARIA; GEPROS GESTAO PRODUCAO OPERACOES SISTEMAS; FUNDACAO AMPARO A PESQUISA ESTADO BAHIA; FUNDACAO AMPARO A PESQUISA ESTADO MINAS GERAIS; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO; FINANCIADORA ESTUDOS PROJETOS; UNIVERSITE LAVAL,UNIVERSITE LAVAL,1,0,BR/BR/FI/FI/PK,ENGENHARIAS,3
530,1015007668673309,4.0,1,CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,1,9.0,19.0,INSTITUTO BIOQUIMICA MEDICA UFRJ; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; ACTA SCIENTIAE VETERINARIAE ONLINE; UNIVERSIDADE FEDERAL RIO JANEIRO,UNIVERSIDADE FEDERAL RIO JANEIRO,0,1,BR/BR,CIENCIAS AGRARIAS,2
531,1015045447092019,5.0,1,CIENCIAS HUMANAS,0,1.0,5.0,PROJETO VIVER SECRETARIA SEGURANCA PUBLICA; PROTEGER MOBILIZACAO PELA ELIMINACAO DOS CASTIGOS FISICOS NA INFANCIA; FEDERACAO DOS TRABALHADORES AGRICULTURA ESTADO BAHIA; SECRETARIA MUNICIPAL ACAO SOCIAL SERRA PRETA; SANATORIO SAO PAULO; SOCIEDADE PESTALOZZI BAHIA; FACULDADE CIDADE SALVADOR; UNIVERSIDADE SALVADOR; UNIRB; FACULDADE SANTISSIMO SACRAMENTO; FACULDADE ADVENTISTA BAHIA; FACULDADE MAURICIO NASSAU SALVADOR; FACULDADE REGIONAL RIACHAO JACUIPE,FACULDADE MAURICIO NASSAU SALVADOR,0,0,BR/BR/BR/BR,CIENCIAS HUMANAS,6
532,1015085175794748,4.0,0,LINGUISTICA LETRAS E ARTES; CIENCIAS SOCIAIS APLICADAS,1,9.0,6.0,ENSINO SUPERIOR OLINDA; ALGAROBA CULTURA FOTOGRAFICA LTDA; AGENCIA LUMIAR FOTOGRAFIA LTDA; JORNAL COMMERCIO; INSTITUTO NOMADES; PROJETO FOTOLIBRAS; UNIVERSIDADE FEDERAL PERNAMBUCO; PROJETO IMAGEM EXPERIENCIA; REVISTA INTERNACIONAL LA IMAGEN; FACULDADE DOS GUARARAPES; FACULDADES INTEGRADAS BARROS MELO; CENTRO UNIVERSITARIO MAURICIO NASSAU RECIFE; ESCOLA LIVRE IMAGEM; DISCURSOS FOTOGRAFICOS ONLINE; ICONE RECIFE ONLINE; CENTRO UNIVERSITARIO DOS GUARARAPES; ACERVO CULTURAL LTDA; UNIVERSIDADE FEDERAL MINAS GERAIS; CONTEMPORANEA UFBA ONLINE; FUNDACAO APOIO AO DESENVOLVIMENTO UNIVERSIDADE FEDERAL PERNAMBUCO; REVISTA CRISES,UNIVERSIDADE FEDERAL MINAS GERAIS; REVISTA CRISES,1,1,MX/US/BR/BR/BR/US/US/BR/BR,LINGUISTICA LETRAS E ARTES,7
533,1015094215141169,3.0,0,CIENCIAS SOCIAIS APLICADAS,0,2.0,5.0,ESCOLA PAULISTA DIREITO; ESCOLA DIREITO SAO PAULO; INSTITUTO DIREITO PUBLICO SAO PAULO; REVISTA PUBLICUM; FACULDADE DIREITO USP; UNIVERSIDADE IBIRAPUERA; REVISTA INTERNET AMP SOCIEDADE; REVISTA LTR; ESCOLA SUPERIOR ADVOCACIA OAB SECAO SP; REVISTA DIREITOS FUNDAMENTAIS AMP DEMOCRACIA; UNIVERSIDADE PRESBITERIANA MACKENZIE,UNIVERSIDADE IBIRAPUERA; UNIVERSIDADE PRESBITERIANA MACKENZIE,0,1,BR/BR,CIENCIAS SOCIAIS APLICADAS,5
534,1015099889260161,3.0,0,CIENCIAS AGRARIAS,1,7.0,3.0,SINDICATO RURAL UBERLANDIA; COOPERATIVA AGRICOLA MISTA IRAI; SHIMADA AGRONEGOCIOS LTDA; ASSOCIAAAO ENTRE PAIS AMIGOS EXCEPCIONAIS; UNIVERSIDADE FEDERAL VICOSA CAMPUS RIO PARANAIBA; EMPRESA JUNIOR AGRONOMIA; UNIVERSIDADE FEDERAL RURAL SEMI ARIDO; CONNECTICUT AGRICULTURAL EXPERIMENT STATION; EMPRESA PESQUISA AGROPECUARIA MINAS GERAIS; FACULDADE CIDADE COROMANDEL,FACULDADE CIDADE COROMANDEL,1,1,JP/BR/US/BR,CIENCIAS AGRARIAS,2
535,1015123948704942,4.0,1,CIENCIAS DA SAUDE,0,7.0,7.0,GRUPO EMS SIGMA PHARMA; FACULDADE CIENCIAS FARMACEUTICAS RIBEIRAO PRETO USP; UNIVERSIDADE BRASILIA; DEPARTAMENTO POLICIA FEDERAL; FOOD AND CHEMICAL TOXICOLOGY; JOURNAL OF CHROMATOGRAPHY A; JOURNAL OF PHARMACEUTICAL ANALYSIS; ACADEMIA NACIONAL POLICIA,JOURNAL OF CHROMATOGRAPHY A,0,0,BR/BR/BR,CIENCIAS DA SAUDE,4
536,1015127088351509,4.0,0,CIENCIAS AGRARIAS,0,1.0,4.0, , ,0,0,,CIENCIAS AGRARIAS,2
537,1015151242492586,3.0,1,CIENCIAS DA SAUDE,1,11.0,4.0,SANTA CASA MISERICORDIA SAO PAULO; UNIVERSIDADE FEDERAL PARAIBA; FACULDADES ENFERMAGEM NOVA ESPERANCA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE NORTE,FACULDADES ENFERMAGEM NOVA ESPERANCA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE NORTE,0,1,BR/BR/BR,CIENCIAS DA SAUDE,4
538,1015174713627171,5.0,1,CIENCIAS HUMANAS,1,1.0,5.0,UNIVERSIDADE LISBOA, ,1,0,PT,CIENCIAS HUMANAS,6
539,1015202118694686,3.0,0,CIENCIAS DA SAUDE,1,30.0,8.0,UNIVERSIDADE FEDERAL MINAS GERAIS; UNIVERSIDADE PRESIDENTE ANTONIO CARLOS; FACULDADE PRESIDENTE ANTONIO CARLOS BOM DESPACHO; PONTIFICIA UNIVERSIDADE CATOLICA MINAS GERAIS; SEB ENSINO FUNDAMENTAL; CENTRO UNIVERSITARIO BELO HORIZONTE; EQUIPE GINASTICA AEROBICA ESPORTIVA UFMG; ACADEMIA MUSCULACAO EEFFTO UFMG; ACADEMIA MALHE DIREITO; ACADEMIA MUSCULACAO NA FACULDADE DIREITO UFMG; JOURNAL OF SPORTS SCIENCES,JOURNAL OF SPORTS SCIENCES,0,0,BR/BR/BR/BR/BR,CIENCIAS DA SAUDE,4
540,1015207838703458,4.0,0,CIENCIAS DA SAUDE,0,33.0,14.0,SANTA CASA MISERICORDIA RIO JANEIRO; CASA SAUDE SAO JOSE; HOSPITAL SAO LUCAS; PROCARDIACO; UNIVERSIDADE FEDERAL SAO PAULO; UNIMED; HOSPITAL TOTALCOR; HOSPITAL ISRAELITA ALBERT EINSTEIN; HOSPITAL GERAL SANTA CASA MISERICORDIA RIO JANEIRO; THE AMERICAN HEART JOURNAL; ASEAN HEART JOURNAL; NATIONAL UNIVERSITY OF SINGAPORE; INTERNATIONAL JOURNAL OF CARDIOLOGY PRINT; CENTRO UNIVERSITARIO SAO CAMILO; OPTUM; CLINICAL SCIENCE; ASSOCIACAO BENEFICENTE SIRIA; INSTITUTO CORACAO,ASSOCIACAO BENEFICENTE SIRIA; INSTITUTO CORACAO,1,1,US/BR/CN/US/SG/BR/US/US/US,CIENCIAS DA SAUDE,4
541,1015234009342628,4.0,1,CIENCIAS DA SAUDE,1,3.0,8.0,PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS; SERVICO TOCOGINECOLOGIA AMPARO MATERNAL; UNIVERSIDADE MOGI DAS CRUZES; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE SAO PAULO; HOSPITAL MARIO GATTI,UNIVERSIDADE SAO PAULO,0,1,BR/BR/BR/BR,CIENCIAS DA SAUDE,4
542,1015311706589256,3.0,0,CIENCIAS HUMANAS,0,1.0,3.0,COLEGIO MILITAR MANAUS; FACULDADE BOAS NOVAS CIENCIAS TEOLOGICAS SOCIAIS BIOTECNOLOGICAS,COLEGIO MILITAR MANAUS,0,0,BR,CIENCIAS HUMANAS,6
543,1015377687167357,5.0,1,LINGUISTICA LETRAS E ARTES,1,3.0,21.0,UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE SAO PAULO; PREFEITURA MUNICIPAL SANTO ANDRE; ESCOLA MACUNAIMA; SESC RIO JANEIRO; UNIVERSIDADE FEDERAL ESTADO RIO JANEIRO; SESC COPACABANA TIJUCA II; TEATRO UNIVERSIDADE CATOLICA SAO PAULO; CENTRO ARTES LARANJEIRAS; SCHOOL OF DRAMATIC ART DIRECTED BY A VASSILIEV; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; CIA TEATRO BALAGAN; UNIVERTA UNIVERSIDADE ABERTA; DEPSI DESENVOLVIMENTO PERSONALIDADE SOCIO INFANTIL; UNIVERSIDADE SORBONNE PARIS 8; RASCUNHOS CAMINHOS PESQUISA EM ARTES CENICAS; ARTA ASSOCIATION RECHERCHE DES TRADITIONS LACTEUR,RASCUNHOS CAMINHOS PESQUISA EM ARTES CENICAS; ARTA ASSOCIATION RECHERCHE DES TRADITIONS LACTEUR,1,1,BR/BR/BR/BR/PT,LINGUISTICA LETRAS E ARTES,7
544,1015379949837398,4.0,1,CIENCIAS EXATAS E DA TERRA,1,6.0,8.0,COMISSAO NACIONAL ENERGIA NUCLEAR; INSTITUTO FEDERAL MINAS GERAIS OURO PRETO; PREFEITURA MUNICIPAL MARIANA; UNIVERSIDADE FEDERAL OURO PRETO; EMPRESA QF PESQUISA MINERAL; SCIENCE OF THE TOTAL ENVIRONMENT; UNIVERSIDADE FEDERAL MINAS GERAIS,EMPRESA QF PESQUISA MINERAL; UNIVERSIDADE FEDERAL MINAS GERAIS,0,1,BR/BR,CIENCIAS EXATAS E DA TERRA,1
545,1015406614220664,2.0,1,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,1.0,2.0,UNIVERSIDADE METODISTA SAO PAULO; FACULDADES OSWALDO CRUZ; UNIVERSIDADE PAULISTA; FACULDADE SAO PAULO; UNIVERSIDADE CATOLICA PERNAMBUCO; BANCO ESTADO PERNAMBUCO SA; BANCO NACIONAL NORTE SA; JORNAL COMERCIO; BANCO NACIONAL NORTE; CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS ENSINO FAE,FACULDADES OSWALDO CRUZ,0,1,BR/BR/BR/BR/BR/BR,CIENCIAS SOCIAIS APLICADAS,5
